id_student,code_module,code_presentation,pass,avg_assignment_score,course_progress,course_views,resource_clicks
167906,AAA,2013J,1,69.4,83.33333333333334,134.5340223414512,77.94283930708733
168936,AAA,2013J,1,66.4,83.33333333333334,130.10349420465164,79.01655880489737
172112,AAA,2013J,1,69.6,83.33333333333334,142.82488820879976,78.29217020656961
172797,AAA,2013J,1,61.4,83.33333333333334,118.40307078538284,74.40373105720681
174782,AAA,2013J,1,80.4,83.33333333333334,191.91111998036155,72.16348254722826
175392,AAA,2013J,1,82.4,83.33333333333334,162.48616069079193,78.24039555907021
175932,AAA,2013J,1,78.2,83.33333333333334,173.0504547536325,70.42609979966352
175991,AAA,2013J,0,37.6,83.33333333333334,67.37437570317024,76.4343494329645
180753,AAA,2013J,1,53.4,83.33333333333334,107.89995702497839,74.66360324943356
181316,AAA,2013J,0,76.0,16.666666666666664,152.91849379269783,12.35989628518943
183096,AAA,2013J,1,54.0,83.33333333333334,98.79845725695708,67.40975864282149
183947,AAA,2013J,1,49.0,83.33333333333334,77.67593821968475,71.44002760604161
184271,AAA,2013J,1,59.8,83.33333333333334,116.89753877148068,72.80210453806717
185439,AAA,2013J,0,74.0,16.666666666666664,134.64428373877544,16.57202994522299
186149,AAA,2013J,1,76.0,83.33333333333334,132.21181511199688,86.92254311077157
187100,AAA,2013J,1,89.2,83.33333333333334,174.24482971907366,84.90853810972816
188278,AAA,2013J,0,71.66666666666667,100.0,140.08020819737357,96.04770606559323
189879,AAA,2013J,1,79.4,83.33333333333334,148.15816338284762,77.35021410044075
192183,AAA,2013J,1,68.4,83.33333333333334,147.7571116557701,73.84124809100233
195262,AAA,2013J,0,50.0,16.666666666666664,99.07554218876997,12.195746854099237
200860,AAA,2013J,1,54.4,83.33333333333334,96.46348046211531,75.36314461205578
202635,AAA,2013J,0,66.66666666666667,50.0,119.72813733970833,50.55603061794126
205350,AAA,2013J,1,72.2,83.33333333333334,141.19306792615765,69.02924200449138
205719,AAA,2013J,0,56.666666666666664,50.0,119.61490028275105,48.16522329617249
227499,AAA,2013J,1,83.6,83.33333333333334,176.35275141750026,69.81118763121077
227517,AAA,2013J,0,62.6,83.33333333333334,113.60535346236033,77.8553489128496
228082,AAA,2013J,1,72.4,83.33333333333334,152.71069825116433,75.94566424831841
228222,AAA,2013J,1,61.8,83.33333333333334,111.90997481607022,81.20835561171576
229179,AAA,2013J,1,66.0,83.33333333333334,125.99233723095973,66.89697280033171
229361,AAA,2013J,1,78.0,83.33333333333334,154.7813641182162,74.4304909517477
231554,AAA,2013J,1,67.75,66.66666666666666,121.94802310701672,59.54766372956464
235507,AAA,2013J,0,57.833333333333336,100.0,117.1645688781695,84.82983808621458
236284,AAA,2013J,1,78.0,83.33333333333334,137.7326525473027,75.45021697355182
238007,AAA,2013J,1,79.2,83.33333333333334,156.7659441474708,72.21020897967834
240712,AAA,2013J,1,75.8,83.33333333333334,140.08899647599804,69.27928816697394
240884,AAA,2013J,1,58.4,83.33333333333334,109.1792299231042,63.594230888531044
241649,AAA,2013J,1,78.8,83.33333333333334,166.14718615315186,73.2834634602513
241729,AAA,2013J,0,58.6,83.33333333333334,114.63559794239103,67.02915037850111
242793,AAA,2013J,1,77.4,83.33333333333334,152.63288077693684,70.67319890764158
246834,AAA,2013J,1,55.6,83.33333333333334,117.58791899375063,76.91458890396231
248270,AAA,2013J,1,78.4,83.33333333333334,152.63829152668367,77.01078176716676
255548,AAA,2013J,1,71.4,83.33333333333334,131.65960797656948,80.40183123995156
256815,AAA,2013J,1,76.8,83.33333333333334,158.66882079938196,70.80043747515326
258392,AAA,2013J,1,58.8,83.33333333333334,116.23441285466431,78.3626026093168
258894,AAA,2013J,1,64.8,83.33333333333334,112.98093745094774,75.70644762285005
260355,AAA,2013J,0,57.5,33.33333333333333,122.6514070899968,31.888462749539787
262011,AAA,2013J,1,71.0,83.33333333333334,136.23909228339107,69.57341529315278
262934,AAA,2013J,1,76.6,83.33333333333334,158.33501965043428,68.30404742250614
268073,AAA,2013J,0,74.6,83.33333333333334,171.177307508641,76.45010156464335
268733,AAA,2013J,0,43.0,33.33333333333333,89.65241365225857,31.806662994284565
271251,AAA,2013J,1,76.4,83.33333333333334,152.05701995049907,77.24828466423723
277880,AAA,2013J,0,67.66666666666667,100.0,139.17570211837975,86.44186919180723
279572,AAA,2013J,1,79.2,83.33333333333334,161.40191643892518,76.65758987743189
281022,AAA,2013J,1,73.4,83.33333333333334,147.9463898511186,83.35827824771332
281250,AAA,2013J,0,55.4,83.33333333333334,112.46723290629768,70.37798065174306
281589,AAA,2013J,0,0.0,0.0,0.0,0.2890156920738953
282821,AAA,2013J,1,60.6,83.33333333333334,123.31737454771147,75.98106316265132
286488,AAA,2013J,1,71.0,83.33333333333334,139.04397375866358,72.75417496482847
287548,AAA,2013J,1,67.8,83.33333333333334,122.75092222683377,77.54765109045326
290201,AAA,2013J,1,70.4,83.33333333333334,115.81123847303209,75.5133838126967
290757,AAA,2013J,1,75.0,83.33333333333334,144.46346854996216,79.63054330094026
291334,AAA,2013J,1,83.6,83.33333333333334,167.5036717198871,75.7332172737473
292923,AAA,2013J,0,0.0,0.0,0.0,4.276214294960077
293699,AAA,2013J,1,46.75,66.66666666666666,100.96065928821814,55.95298133304185
294570,AAA,2013J,1,78.2,83.33333333333334,169.69517759343375,70.99942730910858
294594,AAA,2013J,1,52.8,83.33333333333334,103.7673669233364,70.72799149058322
295741,AAA,2013J,0,71.0,100.0,143.89427093778244,264.28776959701526
296332,AAA,2013J,1,86.8,83.33333333333334,179.5937420443249,76.31910539779207
298696,AAA,2013J,1,80.8,83.33333333333334,157.5787677513996,79.2341184594768
300398,AAA,2013J,1,78.8,83.33333333333334,158.7905769454801,70.91680201586742
302302,AAA,2013J,0,58.666666666666664,50.0,114.63052989727314,43.02711281897325
305152,AAA,2013J,0,64.0,16.666666666666664,118.07480276839318,11.838275542156207
305386,AAA,2013J,1,78.0,83.33333333333334,142.98369072356272,67.31285587509306
305539,AAA,2013J,0,0.0,0.0,20.516481263495812,1.532411931913721
306107,AAA,2013J,1,58.2,83.33333333333334,120.49701756391579,78.08805364724984
306466,AAA,2013J,1,82.0,83.33333333333334,174.46826031664813,71.19687513742025
306897,AAA,2013J,1,62.6,83.33333333333334,130.6829668181284,87.80881523134583
307061,AAA,2013J,1,81.2,83.33333333333334,156.50921073254477,74.96101494599743
307866,AAA,2013J,1,60.0,66.66666666666666,111.33435319603271,68.71793162512351
311917,AAA,2013J,1,59.2,83.33333333333334,110.95785650103353,74.89629618336889
312537,AAA,2013J,1,87.8,83.33333333333334,187.25471338064946,73.47707446806538
312782,AAA,2013J,1,61.8,83.33333333333334,145.440492677389,84.08506118770228
318933,AAA,2013J,1,66.6,83.33333333333334,126.62755899598754,68.73778725602973
319047,AAA,2013J,1,78.4,83.33333333333334,139.27601472389554,74.3928099585817
321942,AAA,2013J,1,80.4,83.33333333333334,146.47272911979033,68.9529819310334
324002,AAA,2013J,1,80.4,83.33333333333334,159.08704182656746,78.09293484532576
324084,AAA,2013J,1,57.6,83.33333333333334,123.65992619394196,70.28450932964358
324282,AAA,2013J,1,61.2,83.33333333333334,137.5540030186887,78.3724254096806
331358,AAA,2013J,0,84.66666666666667,100.0,166.91613931051148,85.92031908639295
332789,AAA,2013J,1,74.4,83.33333333333334,146.5362662401952,82.70580489181455
333059,AAA,2013J,1,65.8,83.33333333333334,127.02240693114264,71.96648787319121
333323,AAA,2013J,1,74.4,83.33333333333334,125.73573738007752,72.48078599933217
334259,AAA,2013J,0,53.0,33.33333333333333,95.10572020323859,32.058492063394525
334333,AAA,2013J,0,36.0,16.666666666666664,85.02974905964103,3.30639369841016
335764,AAA,2013J,0,86.875,100.0,182.8759001880821,118.6802736198775
336207,AAA,2013J,1,68.2,83.33333333333334,135.33722812592165,69.69747827511998
339972,AAA,2013J,1,49.8,83.33333333333334,86.38760722289442,73.86740178401962
341872,AAA,2013J,0,64.2,83.33333333333334,111.13446155498556,74.03764182914406
342007,AAA,2013J,0,82.33333333333333,100.0,169.02315429529963,84.12939567343605
342514,AAA,2013J,1,77.2,83.33333333333334,153.0054643493015,78.65726317895825
342972,AAA,2013J,1,60.4,83.33333333333334,131.5824234064302,69.42545929500272
343446,AAA,2013J,1,78.4,83.33333333333334,157.58004617942953,68.62029628702582
344282,AAA,2013J,0,49.2,83.33333333333334,95.6334270924397,78.23628060520734
345068,AAA,2013J,1,78.0,83.33333333333334,133.48501502366213,78.58227956564748
345357,AAA,2013J,1,80.4,83.33333333333334,172.95650726571253,73.14920021139524
346025,AAA,2013J,1,82.4,83.33333333333334,166.02386815755327,71.12170192257848
346843,AAA,2013J,0,0.0,0.0,0.0,10.924725978736038
350188,AAA,2013J,1,73.8,83.33333333333334,137.1356108190197,75.78831002535532
354858,AAA,2013J,0,0.0,0.0,0.0,4.516487023717529
357668,AAA,2013J,0,57.0,50.0,106.0618902880095,36.19336483566927
364177,AAA,2013J,0,69.0,66.66666666666666,140.24279644762095,65.81609906460855
365244,AAA,2013J,1,56.4,83.33333333333334,112.82758806249038,73.94758376871475
365642,AAA,2013J,1,70.0,83.33333333333334,131.4718936499622,72.23311094749269
366483,AAA,2013J,1,76.8,83.33333333333334,170.9660125087033,70.69889940401754
368194,AAA,2013J,1,50.4,83.33333333333334,98.62744307288595,78.22213342766139
368824,AAA,2013J,0,55.6,83.33333333333334,131.73606830507168,81.0702332916454
368963,AAA,2013J,1,66.4,83.33333333333334,125.85692474961468,70.03272816190429
376439,AAA,2013J,1,87.0,83.33333333333334,174.01120894887546,71.98542144844731
376581,AAA,2013J,1,72.8,83.33333333333334,162.79868616527565,74.83780006994691
380953,AAA,2013J,1,67.8,83.33333333333334,152.51288906860643,72.14620801819459
383254,AAA,2013J,1,75.6,83.33333333333334,152.4143962452542,78.42783838245632
386924,AAA,2013J,1,67.8,83.33333333333334,153.3004933905663,69.80926261050116
386952,AAA,2013J,1,68.0,83.33333333333334,138.02454002763673,70.25578033572963
388722,AAA,2013J,1,63.8,83.33333333333334,142.4753930382622,79.1847868763503
388885,AAA,2013J,1,60.6,83.33333333333334,125.92939746276551,80.95171185368898
390890,AAA,2013J,0,68.625,100.0,137.3430142749035,111.72859743695571
392756,AAA,2013J,0,45.0,83.33333333333334,76.85378864016921,80.04657076141363
392931,AAA,2013J,1,68.4,83.33333333333334,138.61832026132797,73.31195212324285
393207,AAA,2013J,1,74.2,83.33333333333334,135.54702891204238,81.91826757158287
396872,AAA,2013J,1,61.4,83.33333333333334,112.81678080324212,70.7706047530396
398552,AAA,2013J,0,46.4,83.33333333333334,94.24719447885097,71.45176389604205
401869,AAA,2013J,1,65.0,83.33333333333334,134.2888250894031,75.0681150683735
402470,AAA,2013J,1,72.6,83.33333333333334,156.5520383693381,72.37069178287453
404804,AAA,2013J,1,43.8,83.33333333333334,98.08035155249244,69.9259966004423
405088,AAA,2013J,1,77.2,83.33333333333334,138.56352710825,67.78880940512632
405961,AAA,2013J,0,0.0,0.0,0.0,6.4074402618583
414117,AAA,2013J,1,76.4,83.33333333333334,157.58117836767303,79.57882377157264
415969,AAA,2013J,0,59.666666666666664,100.0,124.22075804830203,88.88471449431903
420087,AAA,2013J,0,76.0,50.0,145.4785775789826,41.81790567179098
429958,AAA,2013J,1,58.4,83.33333333333334,110.75894118676572,80.90558713307702
441018,AAA,2013J,1,59.8,83.33333333333334,109.45498955406202,68.49523343012555
441888,AAA,2013J,1,70.6,83.33333333333334,148.74379316778476,73.21404899975104
442442,AAA,2013J,0,40.5,33.33333333333333,65.05186445719326,39.83644255157341
444677,AAA,2013J,1,87.6,83.33333333333334,170.72339744013738,73.31104936609815
470588,AAA,2013J,0,79.33333333333333,50.0,146.6217410522402,42.48186877240402
489455,AAA,2013J,1,70.6,83.33333333333334,132.65223752994115,76.16526788820045
494424,AAA,2013J,0,0.0,0.0,7.2705682933538265,0.9442405082048269
495284,AAA,2013J,1,66.6,83.33333333333334,125.11249040818709,68.28959221611758
498857,AAA,2013J,1,73.0,83.33333333333334,153.5278056483598,74.32139811211839
508818,AAA,2013J,1,71.8,83.33333333333334,137.05810204653818,66.54317587943697
512460,AAA,2013J,1,72.4,83.33333333333334,140.09734872322787,66.77610371973134
544103,AAA,2013J,1,81.0,83.33333333333334,170.1246805298901,69.92506136938613
550383,AAA,2013J,1,72.0,83.33333333333334,150.7845926331637,78.76520918691288
564450,AAA,2013J,0,59.2,83.33333333333334,112.7104056543867,74.52211768155303
568601,AAA,2013J,0,81.5,33.33333333333333,171.6733011672099,28.18887081391868
572652,AAA,2013J,1,73.2,83.33333333333334,148.68274347409923,71.80777304109385
580389,AAA,2013J,1,71.4,83.33333333333334,135.62880939966675,80.1621651585775
581129,AAA,2013J,0,40.0,33.33333333333333,83.85545029930539,34.96518493846909
588775,AAA,2013J,1,82.8,83.33333333333334,163.77702021777262,77.96920519764261
591774,AAA,2013J,1,76.2,83.33333333333334,163.03470190299274,80.58175096413716
603861,AAA,2013J,0,63.0,100.0,122.36793677339583,140.27461754528295
606143,AAA,2013J,0,66.0,33.33333333333333,129.56382783820948,21.295231641495988
704156,AAA,2013J,1,66.0,83.33333333333334,138.08091688591318,70.47767944071961
705379,AAA,2013J,1,80.8,83.33333333333334,170.49068958176872,80.33303020718343
721259,AAA,2013J,0,65.0,16.666666666666664,118.56974185958195,19.747270547841346
749412,AAA,2013J,1,72.0,83.33333333333334,140.25605790451542,68.15430785090194
760729,AAA,2013J,1,81.2,83.33333333333334,158.20583933278155,79.10396243027101
905042,AAA,2013J,1,76.4,83.33333333333334,167.47889618839463,80.17066926075259
949618,AAA,2013J,1,61.8,83.33333333333334,114.02956984735522,71.52064641947123
958987,AAA,2013J,1,77.2,83.33333333333334,164.2789334819539,82.30208475801568
968578,AAA,2013J,1,72.0,83.33333333333334,161.9865207504277,80.16708610547373
969076,AAA,2013J,0,59.75,66.66666666666666,117.60159237118769,55.830566480722524
971027,AAA,2013J,1,68.0,83.33333333333334,133.22142409069482,72.83682334282827
978739,AAA,2013J,1,56.6,83.33333333333334,109.8758915476914,70.75980485671221
1035023,AAA,2013J,1,70.0,83.33333333333334,164.095670596086,74.70201056827293
1105478,AAA,2013J,1,82.6,83.33333333333334,167.21552010583713,72.30289914627238
1352868,AAA,2013J,0,68.57142857142857,100.0,135.14165348598985,107.17573236804385
1401935,AAA,2013J,0,35.0,33.33333333333333,85.19493088645994,25.67091219577172
1402638,AAA,2013J,1,75.2,83.33333333333334,141.3067580628082,79.2698761943504
1414443,AAA,2013J,0,59.0,33.33333333333333,121.25731329884262,27.339961540286225
1456619,AAA,2013J,0,63.0,16.666666666666664,120.59913398370145,19.46877618766377
1465690,AAA,2013J,1,81.8,83.33333333333334,164.29810997842347,73.8552390254565
1472925,AAA,2013J,0,61.9,100.0,97.83593763004853,144.37864818129162
1488959,AAA,2013J,1,61.8,83.33333333333334,109.68573315794632,76.59944071380536
1518989,AAA,2013J,1,73.0,83.33333333333334,155.8091948247184,74.8183262790314
1618738,AAA,2013J,1,79.6,83.33333333333334,171.24939022203276,76.23937209477269
1620151,AAA,2013J,0,77.5,33.33333333333333,126.33260628184587,32.40033819005439
1626710,AAA,2013J,1,84.6,83.33333333333334,162.23605319550447,72.48855742470154
1640609,AAA,2013J,1,85.0,83.33333333333334,171.22916480782231,81.68651488910686
1686521,AAA,2013J,0,68.0,16.666666666666664,127.97542535821323,19.477818804612944
1729319,AAA,2013J,1,78.2,83.33333333333334,159.0602660367173,86.87213763083902
1746134,AAA,2013J,1,83.8,83.33333333333334,171.5102845561145,75.41930928043932
1758449,AAA,2013J,0,61.0,33.33333333333333,108.64228290555779,33.09009170388716
1763015,AAA,2013J,0,0.0,0.0,0.0,0.0
1765788,AAA,2013J,1,66.2,83.33333333333334,135.90587323282477,63.74358950744477
1801229,AAA,2013J,1,76.8,83.33333333333334,152.674146681667,66.61143485921919
1801641,AAA,2013J,1,77.4,83.33333333333334,144.5116398122767,71.25189365565464
1847830,AAA,2013J,1,71.0,83.33333333333334,128.36015175798323,72.6727547148235
1860318,AAA,2013J,1,62.6,83.33333333333334,120.72114589332898,70.2348346053307
1889511,AAA,2013J,1,72.0,83.33333333333334,149.92356375614008,74.33766228066408
1889577,AAA,2013J,1,73.6,83.33333333333334,153.73332595817374,64.37193983737075
1894188,AAA,2013J,1,70.4,83.33333333333334,149.86440104065875,77.464438077407
1938355,AAA,2013J,1,73.0,83.33333333333334,159.98913890065486,77.58502155322832
1942396,AAA,2013J,1,53.6,83.33333333333334,116.28969032380913,76.60883721003722
1970390,AAA,2013J,0,83.6,100.0,158.70621935307895,149.45496317426026
1976139,AAA,2013J,1,67.25,66.66666666666666,139.99779767288837,71.61008945128124
2011876,AAA,2013J,1,76.0,83.33333333333334,145.344153848399,75.71080078056916
2012966,AAA,2013J,1,78.4,83.33333333333334,145.6766935022219,85.15167369822362
2051699,AAA,2013J,1,66.6,83.33333333333334,143.13438886814777,72.56312815886696
2062879,AAA,2013J,0,61.2,83.33333333333334,126.28812328114608,68.46856377762673
2065691,AAA,2013J,0,35.666666666666664,50.0,74.06866144612272,40.75645700153392
2073016,AAA,2013J,0,58.857142857142854,100.0,122.0905971063257,106.34592172834165
2080474,AAA,2013J,1,69.6,83.33333333333334,125.3981344439958,73.86000377196987
2083877,AAA,2013J,1,67.8,83.33333333333334,133.53234267427666,74.7188168236082
2084066,AAA,2013J,0,59.75,66.66666666666666,116.75246427223021,60.07838590142549
2104505,AAA,2013J,1,65.6,83.33333333333334,118.00872479813701,72.71351535056311
2122180,AAA,2013J,1,82.4,83.33333333333334,155.14560581524458,81.77048058706669
2139353,AAA,2013J,0,66.5,100.0,130.95920848631212,121.29277149479998
2143752,AAA,2013J,1,52.6,83.33333333333334,99.7312851970067,70.11010943214288
2146792,AAA,2013J,1,70.0,83.33333333333334,144.6294025447814,65.24217634885053
2149225,AAA,2013J,0,0.0,0.0,0.0,0.0
2153153,AAA,2013J,1,62.2,83.33333333333334,131.37163809563327,76.17824779700591
2155014,AAA,2013J,1,73.8,83.33333333333334,135.93602644702335,85.19898290511027
2164705,AAA,2013J,0,70.0,16.666666666666664,130.36853469810768,12.71073438696474
2171627,AAA,2013J,1,69.0,83.33333333333334,141.42545517223365,85.879577365783
2182846,AAA,2013J,1,66.0,83.33333333333334,127.86133530253225,80.88757168589434
2194100,AAA,2013J,1,67.2,83.33333333333334,133.21710101892728,72.79551030616828
2197016,AAA,2013J,1,75.6,83.33333333333334,154.67928198803438,72.4882072777613
2208424,AAA,2013J,1,71.2,83.33333333333334,143.74578487103207,75.86637610648977
2229865,AAA,2013J,1,76.4,83.33333333333334,141.87254648968613,70.03793547025762
2255601,AAA,2013J,0,54.5,33.33333333333333,93.61893283166403,26.67582578294731
2268379,AAA,2013J,1,83.0,83.33333333333334,180.29974599419188,69.4250675312999
2278464,AAA,2013J,1,51.4,83.33333333333334,115.90054875598473,82.47143375556678
2293923,AAA,2013J,1,61.2,83.33333333333334,111.32836652841517,76.82727397415005
2312620,AAA,2013J,0,32.0,50.0,42.57517280347398,50.873017045368144
2318055,AAA,2013J,0,75.8,83.33333333333334,149.68237624423145,70.00060824599487
2324976,AAA,2013J,0,0.0,0.0,0.0,3.911346192053649
2329342,AAA,2013J,1,57.2,83.33333333333334,118.95464667765332,77.22190626671598
2339528,AAA,2013J,1,80.0,83.33333333333334,157.8173937468171,78.06751953230538
2342426,AAA,2013J,0,73.2,83.33333333333334,153.05762361857148,81.33623617361543
2344901,AAA,2013J,0,51.5,66.66666666666666,95.83685347985474,54.68142274488262
2358056,AAA,2013J,0,67.8,83.33333333333334,112.83922015193383,77.25280002696341
2358969,AAA,2013J,0,69.0,100.0,144.18912299330313,89.42882921494588
2364471,AAA,2013J,1,83.4,83.33333333333334,165.53880717005694,81.75382389395256
2365101,AAA,2013J,0,0.0,0.0,14.33222843991624,6.886882231499473
2367155,AAA,2013J,1,75.6,83.33333333333334,150.59918464986458,83.76917865250749
2369266,AAA,2013J,1,50.6,83.33333333333334,96.49589862032258,72.57847634609885
2376496,AAA,2013J,1,73.4,83.33333333333334,151.23028031581197,67.17537652515675
2391984,AAA,2013J,0,73.0,66.66666666666666,152.45372035878708,58.935625476027084
2411661,AAA,2013J,0,46.8,83.33333333333334,101.0177259030896,78.01718289578186
2411778,AAA,2013J,0,80.0,33.33333333333333,158.08065002979706,24.051455816639876
2412002,AAA,2013J,1,82.8,83.33333333333334,152.25114762777477,76.45841118809393
2412967,AAA,2013J,1,77.6,83.33333333333334,160.9380712852674,75.4798219618224
2429854,AAA,2013J,0,51.0,16.666666666666664,110.30458174033164,14.559510574012654
2437837,AAA,2013J,1,74.4,83.33333333333334,141.42255680228794,69.45019970769408
2449878,AAA,2013J,1,60.6,83.33333333333334,122.38897115775767,76.18028889008221
2456480,AAA,2013J,0,24.666666666666668,50.0,43.50160142411458,38.857549748372094
2457256,AAA,2013J,1,70.0,83.33333333333334,137.2262701721292,80.5938736695153
2458355,AAA,2013J,1,90.6,83.33333333333334,166.49721434517843,77.02394423394891
2460080,AAA,2013J,1,78.8,83.33333333333334,172.3413717710785,62.060582432002995
2461190,AAA,2013J,0,56.0,33.33333333333333,111.60058127236411,32.6934710805967
2469673,AAA,2013J,0,44.5,66.66666666666666,76.68925780983137,68.16250656936788
2470694,AAA,2013J,0,67.0,33.33333333333333,138.04802449706412,23.183890538535607
2479954,AAA,2013J,1,79.6,83.33333333333334,167.6574498836779,83.29243287831929
2481901,AAA,2013J,1,75.8,83.33333333333334,134.98427254119667,69.47740647701659
2482700,AAA,2013J,1,55.6,83.33333333333334,114.34442840183351,77.10234170321739
2486127,AAA,2013J,1,73.6,83.33333333333334,158.84506829829172,67.74509776233786
2498700,AAA,2013J,1,77.2,83.33333333333334,175.08306494489693,73.05906499085255
2516503,AAA,2013J,1,79.4,83.33333333333334,167.15620203068116,79.13269950164087
2518069,AAA,2013J,1,76.6,83.33333333333334,151.6786210203953,81.43138323799343
2521459,AAA,2013J,1,60.8,83.33333333333334,104.37752754110147,73.15013847251583
2523736,AAA,2013J,1,61.75,66.66666666666666,132.94512602890742,59.967378024365104
2529279,AAA,2013J,1,78.0,83.33333333333334,162.32164386992088,68.90975404845511
2532302,AAA,2013J,1,63.2,83.33333333333334,119.24613015894899,74.92434183806519
2536991,AAA,2013J,1,80.8,83.33333333333334,168.41330945216308,77.19680483416315
2542724,AAA,2013J,0,0.0,0.0,16.810588320998548,8.640816218632722
2550279,AAA,2013J,1,62.6,83.33333333333334,127.51435344194569,78.08608555022478
2551220,AAA,2013J,1,64.8,83.33333333333334,126.35015896737737,69.74528674224534
